,Unnamed: 0.1,Unnamed: 0,Symbol,Company Name,Sector,Budget Stick Sales,Price,Price/Earnings,Dividend Yield,Earnings/Share,52 Week Low,52 Week High,Market Cap,EBITDA,Price/Sales,Price/Book,SEC Filings
195,78,78,TMO,Thermo Fisher Scientific Inc,Health Technology,448361,198.73,21.84,0.3276319,5.6,226.44,151.69,83226586345.0,4751300000.0,4.015666,3.38,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TMO
284,447,447,VRTX,Vertex Pharmaceuticals Incorporated,Health Technology,446590,151.6,252.67,0.0,1.04,174.955,84.39,39369386348.0,97562000.0,16.185404,21.91,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VRTX
487,431,431,CHD,"Church & Dwight Company, Inc.",Consumer Non-Durables,438526,47.38,24.42,1.8366054,2.92,54.1799,43.21,11838963451.0,868000000.0,3.1682448,6.28,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CHD
220,270,270,D,"Dominion Energy, Inc.",Utilities,437465,73.31,20.42,4.5281997,4.91,85.3,71.59,47543571860.0,6428000000.0,3.7954214,2.96,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=D
29,438,438,ATO,Atmos Energy Corporation,Utilities,434650,,,,,,,,,,,
12,492,492,DRE,Duke Realty Corporation,Finance,432614,24.52,19.77,3.1533308,0.88,30.14,24.73,9035293365.0,529483000.0,16.077257,1.94,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DRE
240,35,35,DRI,"Darden Restaurants, Inc.",Consumer Services,432507,91.33,22.72,2.6503997,3.81,100.11,71.7,11745595320.0,997600000.0,1.5278828,5.89,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DRI
36,257,257,HIG,"Hartford Financial Services Group, Inc. (The)",Finance,429425,53.34,14.34,1.7901897,2.27,59.2,46.35,19926305632.0,0.0,1.3939538,1.15,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HIG
117,297,297,SRE,DBA Sempra,Utilities,428335,103.36,19.14,3.1607263,5.45,122.975,100.63,26163862235.0,3763000000.0,3.15303,1.98,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SRE
221,248,248,HWM,Howmet Aerospace Inc.,Electronic Technology,426180,,,,,,,,,,,
71,223,223,GPN,Global Payments Inc.,Technology Services,426044,100.59,27.86,0.037622273,1.58,113.26,76.47,16920023264.0,960345000.0,5.775833,4.73,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GPN
414,112,112,SHW,Sherwin-Williams Company (The),Process Industries,425577,387.65,26.75,0.8426688,18.61,435.15,302.0101,37730994828.0,2160668000.0,2.5276077,13.42,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SHW
423,384,384,IVZ,Invesco Ltd,Finance,425324,31.92,11.87,3.466826,2.74,38.43,29.36,13620847614.0,1606200000.0,2.6513786,1.62,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IVZ
453,335,335,ALLE,Allegion plc,Producer Manufacturing,424746,77.32,21.07,0.8004002,2.37,89.81,66.72,7599609494.0,531800000.0,4.265232,20.48,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ALLE
426,230,230,VIAC,ViacomCBS Inc.,Consumer Services,423197,,,,,,,,,,,
217,495,495,O,Realty Income Corporation,Finance,423008,47.56,15.54,5.372036,1.12,63.6,48.89,13784942453.0,1075568000.0,15.588069,1.92,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=O
402,298,298,EMN,Eastman Chemical Company,Process Industries,421318,93.57,12.28,2.2630835,10.12,104.08,76.02,14226830813.0,2152000000.0,1.4904785,2.78,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EMN
396,158,158,ITW,Illinois Tool Works Inc.,Producer Manufacturing,417458,156.15,23.62,1.9089574,4.86,179.07,126.52,55994378108.0,3924000000.0,3.9286149,10.99,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ITW
252,256,256,CAG,"ConAgra Brands, Inc.",Consumer Non-Durables,411481,35.49,18.2,2.3683476,1.46,41.68,32.16,14379717835.0,1281200000.0,1.8294994,3.86,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CAG
454,404,404,MO,"Altria Group, Inc.",Consumer Non-Durables,409599,64.05,18.89,3.9526875,5.31,77.79,60.01,127000000000.0,10773000000.0,4.945682,10.32,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MO
333,18,18,COST,Costco Wholesale Corporation,Retail Trade,409467,178.61,30.69,1.0917627,6.09,199.88,150.0,80439804508.0,5679000000.0,0.61203885,7.24,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COST
129,242,242,RJF,"Raymond James Financial, Inc.",Finance,407545,86.06,16.94,1.0982976,4.12,99.1,71.35,13216271700.0,0.0,1.9734555,2.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RJF
304,166,166,MGM,MGM Resorts International,Consumer Services,405711,33.5,29.65,1.2687428,1.92,38.41,25.15,19633674337.0,2680385000.0,2.2276719,3.09,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MGM
69,484,484,FANG,"Diamondback Energy, Inc. – Commmon Stock",Energy Minerals,403118,,,,,,,,,,,
452,312,312,GILD,"Gilead Sciences, Inc.",Health Technology,402772,78.22,8.16,2.754954,9.95,89.54,63.759,108000000000.0,17590000000.0,5.2087464,4.12,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GILD
435,478,478,MRNA,"Moderna, Inc.",Health Technology,398256,,,,,,,,,,,
1,406,406,IEX,IDEX Corporation,Producer Manufacturing,397873,,,,,,,,,,,
21,488,488,ARE,"Alexandria Real Estate Equities, Inc.",Finance,397600,114.58,19.03,3.0262272,1.57,134.37,106.89,12043374429.0,0.0,10.492155,2.07,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ARE
321,122,122,BKR,Baker Hughes Company,Industrial Services,394312,,,,,,,,,,,
318,31,31,GE,General Electric Company,Producer Manufacturing,393093,14.45,13.76,3.147541,-0.72,30.59,14.71,132000000000.0,-206000000.0,1.0887611,1.7,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GE
311,183,183,PWR,"Quanta Services, Inc.",Industrial Services,387283,33.51,17.54,0.0,1.28,40.105,30.23,5330131216.0,649404000.0,0.77893436,1.43,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PWR
254,51,51,INTC,Intel Corporation,Electronic Technology,384317,42.75,12.32,2.6548672,1.98,50.85,33.23,212000000000.0,26247000000.0,3.348876,3.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=INTC
287,150,150,LVS,Las Vegas Sands Corp.,Consumer Services,379836,,,,,,,,,,,
476,311,311,IFF,"International Flavors & Fragrances, Inc.",Consumer Non-Durables,378826,138.0,24.17,1.9341276,5.05,157.4,116.3,11270040447.0,699963000.0,4.4208813,6.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IFF
143,132,132,BAX,Baxter International Inc.,Health Technology,377617,62.56,25.12,0.97635394,1.29,72.58,48.15,35713732553.0,1832000000.0,3.4394414,3.77,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BAX
374,470,470,RE,"Everest Re Group, Ltd.",Finance,374902,241.06,27.24,2.1078234,23.71,277.17,208.81,10131892523.0,0.0,2.0991988,1.16,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RE
98,201,201,UNP,Union Pacific Corporation,Transportation,370535,124.86,22.06,2.062655,13.52,143.05,101.06,102000000000.0,10169000000.0,4.8605075,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UNP
122,425,425,TYL,"Tyler Technologies, Inc.",Technology Services,369552,,,,,,,,,,,
169,330,330,FE,FirstEnergy Corp.,Utilities,368899,30.64,11.18,4.673807,-14.49,35.22,27.93,13706075072.0,-5067000000.0,1.2994481,2.19,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FE
176,142,142,CVX,Chevron Corporation,Energy Minerals,366333,112.3,27.52,3.885853,4.85,133.88,102.55,219000000000.0,28877000000.0,1.6489863,1.71,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CVX
156,380,380,CDNS,"Cadence Design Systems, Inc.",Technology Services,365446,36.82,34.09,0.0,0.74,46.0,29.01,10890625200.0,455607000.0,5.751737,10.98,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CDNS
415,273,273,FTV,Fortive Corporation,Electronic Technology,364698,69.14,25.05,0.39057052,2.46,76.68,54.8844,24916503061.0,1508300000.0,5.1682673,7.17,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FTV
172,387,387,QRVO,"Qorvo, Inc.",Electronic Technology,363061,76.85,19.71,0.0,-0.13,85.24,62.68,9877885146.0,806875000.0,3.389142,1.98,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=QRVO
395,105,105,MS,Morgan Stanley,Finance,362668,51.79,14.23,1.8331805,3.09,58.05,40.06,97535400000.0,0.0,2.2258842,1.33,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MS
350,198,198,CB,Chubb Limited,Finance,362171,140.39,17.5,1.9251627,8.2,157.5,130.17,68424670566.0,0.0,2.0985637,1.35,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CB
84,171,171,CTAS,Cintas Corporation,Consumer Services,361305,149.32,32.75,1.0344827,4.38,169.96,113.79,16676145923.0,1097295000.0,2.7614057,6.53,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CTAS
215,433,433,XLNX,"Xilinx, Inc.",Electronic Technology,359280,62.82,27.19,2.0904882,2.32,77.26,54.99,17064975551.0,845468000.0,7.101206,7.22,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XLNX
312,285,285,TPR,"Tapestry, Inc.",Retail Trade,358336,48.85,,0.0,2.09,50.71,36.69,14247199374.0,0.0,4.0785494,4.35,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TPR
445,197,197,SCHW,Charles Schwab Corporation (The),Finance,357862,48.9,29.82,0.76878726,1.61,56.25,37.16,69750188843.0,0.0,7.949615,4.51,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SCHW
469,129,129,IPG,"Interpublic Group of Companies, Inc. (The)",Commercial Services,356816,21.34,15.46,3.3802817,1.49,25.71,18.3,8277363031.0,1074900000.0,1.4712903,4.01,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IPG
249,156,156,LKQ,LKQ Corporation,Consumer Durables,351104,38.86,21.35,0.0,1.5,43.8599,27.85,12469931896.0,1065614000.0,1.723609,3.02,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LKQ
147,324,324,MOS,Mosaic Company (The),Process Industries,350667,24.13,23.66,0.3960396,0.85,34.36,19.23,9726962131.0,1165100000.0,1.8161958,0.94,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MOS
483,363,363,ATVI,"Activision Blizzard, Inc",Consumer Durables,348293,65.83,31.8,0.43190324,1.28,74.945,38.93,52518668144.0,2704000000.0,10.59512,5.16,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ATVI
367,19,19,HCA,"HCA Healthcare, Inc.",Health Services,347816,95.97,14.07,1.4227642,5.94,106.84,71.18,34449052800.0,8202000000.0,0.7251921,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HCA
470,340,340,XEL,Xcel Energy Inc.,Utilities,346452,42.44,18.14,3.3914273,2.21,52.22,41.16,21559611927.0,3885828000.0,2.520456,1.94,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XEL
403,254,254,HSIC,"Henry Schein, Inc.",Distribution Services,343131,70.85,19.85,0.0,3.1,93.495,65.28,11452961984.0,1033985000.0,1.262194,3.74,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HSIC
419,279,279,UA,"Under Armour, Inc.",Consumer Non-Durables,342739,11.95,29.15,0.0,0.45,21.805,10.36,5366628950.0,399277000.0,1.4738787,2.5,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UA
421,41,41,TSN,"Tyson Foods, Inc.",Consumer Non-Durables,342568,73.92,13.92,1.6353229,4.79,84.65,57.2,26957526800.0,2521000000.0,0.93730986,2.55,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TSN
120,37,37,AAPL,Apple Inc.,Electronic Technology,337961,155.15,16.86,1.5795412,9.2,180.1,131.12,810000000000.0,79386000000.0,3.4586093,5.66,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AAPL
243,303,303,CPB,Campbell Soup Company,Consumer Non-Durables,337339,44.83,14.84,3.125,2.89,64.23,43.5,13467193376.0,1683000000.0,2.3898203,7.91,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CPB
121,362,362,ZION,Zions Bancorporation N.A.,Finance,334799,50.71,17.73,1.480933,2.6,55.61,38.43,10670678640.0,0.0,3.7945793,1.42,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ZION
491,80,80,MDLZ,"Mondelez International, Inc.",Consumer Non-Durables,332842,42.68,19.85,1.9977299,1.91,47.23,39.19,65827817742.0,4355000000.0,2.5708609,2.52,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MDLZ
83,430,430,EVRG,"Evergy, Inc.",Utilities,330563,,,,,,,,,,,
105,82,82,WHR,Whirlpool Corporation,Consumer Durables,327148,164.95,11.77,2.5652986,4.51,202.99,158.8,12177920000.0,1842000000.0,0.58064795,2.57,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WHR
303,375,375,CLX,Clorox Company (The),Consumer Non-Durables,326652,127.76,23.44,2.6286967,5.33,150.4,124.09,16540418002.0,1295000000.0,2.798683,21.62,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CLX
59,342,342,ZTS,Zoetis Inc.,Health Technology,319755,71.51,32.8,0.68237203,1.65,80.13,52.0,35991109776.0,1734000000.0,9.280896,18.09,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ZTS
411,93,93,CI,Cigna Corporation,Health Services,319695,189.27,18.11,0.020466639,7.2,227.13,141.93,47680910480.0,0.0,1.550762,3.39,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CI
73,34,34,DG,Dollar General Corporation,Retail Trade,315648,95.1,21.18,1.0625255,4.43,105.82,65.97,26580644874.0,2457604000.0,1.5283886,4.53,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DG
320,376,376,FOX,Fox Corporation,Consumer Services,313176,34.09,17.57,1.0084034,1.59,38.56,24.3,66135313503.0,5280000000.0,3.1654842,4.04,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FOX
55,157,157,PGR,Progressive Corporation (The),Finance,310822,51.07,20.76,2.1061797,2.73,58.25,36.84,31062780000.0,0.0,1.1458876,3.25,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PGR
85,96,96,XOM,Exxon Mobil Corporation,Energy Minerals,306581,76.07,21.37,4.0031195,1.88,89.3,76.05,326000000000.0,39052000000.0,1.7701944,1.85,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XOM
119,437,437,BF.B,Brown Forman Inc,Consumer Non-Durables,304429,63.33,37.04,1.1216964,1.7,69.9028,45.415,5498033502.0,1139000000.0,1.8411398,12.36,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BF.B
365,130,130,GLW,Corning Incorporated,Electronic Technology,301034,28.45,16.45,2.0791416,-0.78,35.1,26.31,25759280346.0,2970000000.0,2.544682,1.71,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GLW
185,42,42,GOOG,Alphabet Inc.,Technology Services,299797,1001.52,40.29,0.0,22.27,1186.89,803.1903,729000000000.0,32714000000.0,6.772653,4.67,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GOOG
413,460,460,TECH,Bio-Techne Corp,Health Technology,295607,,,,,,,,,,,
127,188,188,TT,Trane Technologies plc,Producer Manufacturing,292922,,,,,,,,,,,
60,175,175,STT,State Street Corporation,Finance,291473,98.54,15.35,1.6228749,5.23,114.27,75.27,38059113300.0,0.0,3.263072,1.95,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=STT
394,13,13,WBA,"Walgreens Boots Alliance, Inc.",Retail Trade,288373,68.22,13.38,2.2368238,3.78,88.0,63.82,70862541911.0,7083000000.0,0.5904388,3.06,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WBA
460,73,73,SLB,Schlumberger N.V.,Industrial Services,285163,67.4,44.93,2.8673835,-1.08,82.71,61.02,96529311126.0,3222000000.0,3.2297828,2.64,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SLB
145,416,416,FMC,FMC Corporation,Process Industries,283048,80.87,32.48,0.785995,1.56,98.7,56.53,11273961835.0,557800000.0,6.0089035,5.26,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FMC
496,278,278,UAA,"Under Armour, Inc.",Consumer Non-Durables,282741,13.14,32.05,0.0,0.45,23.46,11.4,5856913571.0,399277000.0,1.602308,2.72,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UAA
97,390,390,LYV,"Live Nation Entertainment, Inc.",Consumer Services,280879,,,,,,,,,,,
384,60,60,CBRE,CBRE Group Inc,Finance,279946,,,,,,,,,,,
242,152,152,QCOM,QUALCOMM Incorporated,Electronic Technology,279700,62.42,16.51,3.5055351,1.65,69.28,48.92,96282828902.0,4191000000.0,4.263658,3.82,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=QCOM
188,184,184,DOW,Dow Inc.,Process Industries,276717,,,,,,,,,,,
317,344,344,NTAP,"NetApp, Inc.",Electronic Technology,276432,55.85,26.1,1.3881658,1.81,64.0599,37.43,15375210915.0,1075000000.0,3.6687026,5.46,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NTAP
192,383,383,CPRT,"Copart, Inc.",Commercial Services,275889,,,,,,,,,,,
63,281,281,BLK,"BlackRock, Inc.",Finance,271138,509.38,22.49,2.1643558,30.3,594.52,368.0,85907759858.0,5684000000.0,6.9158196,2.95,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BLK
305,28,28,F,Ford Motor Company,Consumer Durables,269844,10.43,5.89,6.7843866,1.9,13.48,10.19,42414328338.0,9281000000.0,0.27054095,1.26,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=F
361,457,457,DLR,"Digital Realty Trust, Inc.",Finance,266927,98.96,16.55,3.5710857,2.19,127.23,101.101,21400952517.0,1260662000.0,12.434961,2.32,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DLR
102,95,95,LH,Laboratory Corporation of America Holdings,Health Services,264810,165.46,17.79,0.0,7.02,181.715,130.292,17271388000.0,1861200000.0,2.2459624,2.71,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LH
226,305,305,ED,"Consolidated Edison, Inc.",Utilities,264569,74.73,18.64,3.8001595,4.1,89.7,72.63,23335777662.0,4288000000.0,2.960244,1.58,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ED
34,394,394,RMD,ResMed Inc.,Health Technology,263331,89.26,31.54,1.5120423,2.41,104.78,67.04,13233622689.0,636942000.0,6.1640687,6.61,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RMD
351,86,86,DE,Deere & Company,Producer Manufacturing,261319,153.66,23.14,1.4866204,6.64,171.96,106.72,52186628646.0,4053300000.0,2.3746448,5.31,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DE
493,74,74,RCL,D/B/A Royal Caribbean Cruises Ltd.,Consumer Services,257273,122.45,16.26,1.8674136,7.53,135.65,93.4,27418147452.0,2876309000.0,3.1026611,2.56,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RCL
322,66,66,BBWI,"Bath & Body Works, Inc.",Retail Trade,256779,,,,,,,,,,,
355,24,24,C,"Citigroup, Inc.",Finance,256053,71.87,13.48,1.7068943,-3.1,80.7,56.14,193000000000.0,0.0,2.1857586,0.9,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=C
46,32,32,CMCSA,Comcast Corporation,Consumer Services,254043,38.19,18.54,1.8929017,4.74,44.0,34.78,186000000000.0,28675000000.0,2.1797748,2.65,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CMCSA
115,136,136,HUM,Humana Inc.,Health Services,253833,262.37,22.39,0.6040015,4.06,293.35,189.01,36973617235.0,0.0,0.9256895,3.33,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HUM
32,124,124,PH,Parker-Hannifin Corporation,Producer Manufacturing,253625,174.51,21.6,1.4401833,7.24,212.8,145.38,24421668509.0,2092089000.0,1.8652664,4.39,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PH
250,395,395,CMA,Comerica Incorporated,Finance,252846,89.18,18.89,1.2823253,4.13,98.18,64.04,16274969256.0,0.0,4.905472,1.96,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CMA
219,280,280,AME,"AMETEK, Inc.",Producer Manufacturing,252267,72.05,27.61,0.75512403,2.94,78.51,51.31,17139651923.0,1025763000.0,4.015368,4.54,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AME
179,474,474,HES,Hess Corporation,Energy Minerals,245937,43.0,-9.33,2.2670596,-19.94,55.48,37.25,14016129999.0,-819000000.0,3.780475,1.08,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HES
214,48,48,MAR,Marriott International,Consumer Services,240575,133.88,32.73,0.9452879,2.67,149.21,85.3725,50910130358.0,2620000000.0,2.9997249,11.02,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MAR
270,391,391,AES,The AES Corporation,Utilities,239130,10.06,9.96,4.961832,-1.72,12.05,10.0,6920851212.0,3001000000.0,0.65951383,2.2,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AES
100,408,408,HAS,"Hasbro, Inc.",Consumer Durables,237493,96.48,20.57,2.2304833,4.34,116.2,87.92,12732072001.0,1028425000.0,3.2375681,5.82,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HAS
22,268,268,PFG,Principal Financial Group Inc,Finance,236826,60.38,11.96,3.1914895,4.5,75.585,58.9401,18457199721.0,0.0,1.7167546,1.53,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PFG
378,109,109,AXP,American Express Company,Finance,234867,88.34,15.0,1.4955667,2.9,102.385,75.51,80410990000.0,0.0,2.273575,3.75,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AXP
163,378,378,VRSK,"Verisk Analytics, Inc.",Technology Services,233631,92.28,28.84,0.0,3.45,100.54,75.6,15594677147.0,1011200000.0,9.935474,9.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VRSK
186,249,249,MCHP,Microchip Technology Incorporated,Electronic Technology,232627,79.9,21.77,1.7512966,0.66,99.17,69.76,19393095636.0,997492000.0,7.4475183,5.9,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MCHP
334,358,358,DISCA,"Discovery, Inc. – Series A",Consumer Services,230770,22.87,11.0,0.0,1.96,30.25,15.99,8763756733.0,2100000000.0,1.804088,1.5,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DISCA
231,104,104,AAP,Advance Auto Parts Inc.,Retail Trade,229888,109.63,19.54,0.21832074,6.19,169.55,78.81,8123611867.0,853941000.0,1.1301061,2.51,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AAP
416,449,449,SPG,"Simon Property Group, Inc.",Finance,228328,152.18,13.56,5.0368075,6.25,187.35,150.15,48139839531.0,4411515000.0,8.754495,13.24,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SPG
360,202,202,TRV,"The Travelers Companies, Inc.",Finance,227351,135.01,16.48,2.0261714,7.31,150.55,113.76,38903131815.0,0.0,1.33382,1.63,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TRV
86,44,44,JNJ,Johnson & Johnson,Health Technology,224137,126.36,17.31,2.5566885,0.39,148.32,113.15,353000000000.0,22430000000.0,4.6326222,4.74,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JNJ
218,355,355,VLO,Valero Energy Corporation,Energy Minerals,222592,86.77,18.74,3.5618877,9.24,99.95,60.69,39312309113.0,5401000000.0,0.4211918,1.93,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VLO
90,417,417,NVR,"NVR, Inc.",Consumer Durables,221563,,,,,,,,,,,
257,477,477,DVN,Devon Energy Corporation,Energy Minerals,221449,34.94,23.93,0.6528836,-6.89,47.25,28.7947,19317380000.0,3723000000.0,2.0660408,2.85,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DVN
87,26,26,DLTR,"Dollar Tree, Inc.",Retail Trade,219592,101.58,26.66,0.0,3.77,116.65,65.63,25151198417.0,2430300000.0,1.6097589,4.08,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DLTR
268,27,27,DIS,Walt Disney Company (The),Consumer Services,219156,101.35,17.78,1.6036655,5.7,116.1,96.2,158000000000.0,12544000000.0,3.9635563,3.82,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DIS
10,107,107,WDC,Western Digital Corporation,Electronic Technology,217955,80.09,10.19,2.389201,1.29,95.77,71.38,24760297793.0,5169000000.0,1.245503,2.0,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WDC
353,409,409,GNRC,Generac Holdlings Inc.,Producer Manufacturing,217818,,,,,,,,,,,
155,276,276,AEP,"American Electric Power Company, Inc.",Utilities,217073,63.38,17.32,3.8479443,1.24,78.07,62.69,31701916517.0,4450800000.0,2.7489934,1.81,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AEP
368,441,441,CME,CME Group Inc.,Finance,215683,153.04,32.15,3.6828613,11.94,163.0,114.8176,54423298745.0,2851800000.0,14.881806,2.51,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CME
461,255,255,NVDA,NVIDIA Corporation,Electronic Technology,212442,217.52,82.08,0.26223776,2.57,249.27,95.17,139000000000.0,3098000000.0,20.094294,20.39,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NVDA
341,462,462,MAA,"Mid-America Apartment Communities, Inc.",Finance,209619,85.39,14.38,4.19652,2.86,110.95,86.95,9992628990.0,871483000.0,6.6291075,1.6,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MAA
13,199,199,K,Kellogg Company,Consumer Non-Durables,209334,65.98,16.5,3.363962,1.95,76.69,58.76,22182794875.0,1827000000.0,2.3173764,11.5,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=K
283,94,94,NKE,"Nike, Inc.",Consumer Non-Durables,203879,62.49,24.9,1.2189548,2.51,68.83,50.35,107000000000.0,5162000000.0,3.0549932,8.91,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NKE
